처분일자,정리구분,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유
2020-10-30,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111606562,2016-10-28,6994000,폐기,폐품,사용연한경과
2019-04-26,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111606564,2016-10-28,6994000,폐기,폐품,사용연한경과
2018-11-09,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111606572,2016-10-28,6994000,폐기,정비필요품,고장/파손
2020-02-29,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111606573,2016-10-28,6994000,폐기,폐품,사용연한경과
2021-06-22,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111906580,2019-02-15,8056000,매각,중고품,사업종료
2021-11-01,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111906581,2019-02-15,8056000,폐기,폐품,사용연한경과
2021-06-06,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111906583,2019-02-15,8056000,폐기,폐품,사용연한경과
2025-07-09,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111806584,2018-07-24,58684000,폐기,폐품,사용연한경과
2021-06-10,매각,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111806587,2018-07-24,58684000,매각,중고품,불용결정
2025-05-14,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M112106593,2021-09-19,89307000,폐기,폐품,사용연한경과
2024-03-19,매각,hyl0610,황팀장,확정,4321150323456782,고성능 데스크탑 (Workstation),M112106596,2021-10-14,12326000,매각,중고품,사업종료
2021-11-06,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111506601,2015-12-24,144367000,폐기,폐품,사용연한경과
2022-09-11,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111506602,2015-12-24,144367000,폐기,폐품,사용연한경과
2019-12-07,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111506603,2015-12-24,144367000,폐기,폐품,사용연한경과
2017-06-20,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111506604,2015-12-24,144367000,폐기,정비필요품,고장/파손
2017-11-01,폐기,hyl0610,황팀장,확정,4322261023456785,AI 연구용 GPU 서버,M111506608,2015-12-24,144367000,폐기,정비필요품,고장/파손
2023-10-26,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112006610,2020-11-21,2077000,폐기,폐품,사용연한경과
2024-01-23,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112006616,2020-11-21,2077000,매각,중고품,불용결정
2022-09-07,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112006618,2020-11-21,2077000,매각,중고품,활용가능성 없음
2024-07-05,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112006620,2020-11-21,2077000,폐기,폐품,사용연한경과
2022-12-03,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M112006621,2020-11-21,2077000,매각,중고품,활용가능성 없음
2024-04-20,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112006623,2020-02-04,1136000,폐기,정비필요품,고장/파손
2025-03-28,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112006626,2020-02-04,1136000,폐기,폐품,사용연한경과
2022-11-19,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112006627,2020-02-04,1136000,폐기,폐품,사용연한경과
2023-05-08,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M112006628,2020-02-04,1136000,매각,중고품,불용결정
2023-02-23,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006633,2020-10-03,12714000,폐기,정비필요품,고장/파손
2025-10-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006635,2020-10-03,12714000,폐기,정비필요품,고장/파손
2023-09-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006641,2020-10-03,12714000,폐기,폐품,사용연한경과
2025-09-16,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006643,2020-10-03,12714000,폐기,폐품,사용연한경과
2024-03-03,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006649,2020-10-03,12714000,매각,중고품,불용결정
2024-07-13,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006652,2020-10-03,12714000,매각,중고품,불용결정
2024-01-13,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006654,2020-10-03,12714000,폐기,폐품,사용연한경과
2025-07-10,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006655,2020-10-03,12714000,폐기,폐품,사용연한경과
2025-05-30,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006666,2020-10-03,12714000,폐기,폐품,사용연한경과
2025-09-30,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006672,2020-10-03,12714000,매각,중고품,사업종료
2025-09-20,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006675,2020-10-03,12714000,매각,중고품,활용가능성 없음
2023-11-03,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112006677,2020-10-03,12714000,폐기,폐품,사용연한경과
2023-06-30,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111606681,2016-08-16,14385000,폐기,정비필요품,고장/파손
2021-11-23,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111606684,2016-08-16,14385000,폐기,폐품,사용연한경과
2022-09-06,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112006689,2020-05-21,11298000,폐기,정비필요품,고장/파손
2025-12-10,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112006692,2020-05-21,11298000,폐기,정비필요품,고장/파손
2024-07-09,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112006693,2020-05-21,11298000,폐기,폐품,사용연한경과
2022-10-07,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M112006694,2020-05-21,11298000,폐기,폐품,사용연한경과
2019-06-27,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506705,2015-08-07,6208000,매각,중고품,활용가능성 없음
2024-07-20,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506709,2015-08-07,6208000,매각,중고품,불용결정
2019-01-20,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506713,2015-08-07,6208000,폐기,폐품,사용연한경과
2018-01-06,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506714,2015-08-07,6208000,폐기,폐품,사용연한경과
2018-02-24,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506716,2015-08-07,6208000,폐기,폐품,사용연한경과
2019-03-26,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506718,2015-08-07,6208000,매각,중고품,불용결정
2021-08-07,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506720,2015-08-07,6208000,폐기,폐품,사용연한경과
2020-07-03,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506721,2015-08-07,6208000,폐기,정비필요품,고장/파손
2021-09-09,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506723,2015-08-07,6208000,폐기,폐품,사용연한경과
2021-03-11,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506725,2015-08-07,6208000,폐기,정비필요품,고장/파손
2022-04-16,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506727,2015-08-07,6208000,매각,중고품,활용가능성 없음
2017-09-09,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506732,2015-08-07,6208000,매각,중고품,활용가능성 없음
2021-09-14,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506733,2015-08-07,6208000,매각,중고품,활용가능성 없음
2020-09-24,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506735,2015-08-07,6208000,폐기,폐품,사용연한경과
2025-01-06,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506737,2015-08-07,6208000,매각,중고품,활용가능성 없음
2018-01-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506738,2015-08-07,6208000,폐기,정비필요품,고장/파손
2017-04-28,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111506740,2015-08-07,6208000,매각,중고품,불용결정
2021-04-12,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706745,2017-03-08,8552000,폐기,정비필요품,고장/파손
2023-03-14,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706746,2017-03-08,8552000,폐기,폐품,사용연한경과
2023-01-29,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706747,2017-03-08,8552000,폐기,폐품,사용연한경과
2019-08-26,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706749,2017-03-08,8552000,폐기,폐품,사용연한경과
2022-10-31,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706752,2017-03-08,8552000,폐기,폐품,사용연한경과
2021-10-22,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706755,2017-03-08,8552000,매각,중고품,활용가능성 없음
2020-09-23,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706765,2017-03-08,8552000,폐기,폐품,사용연한경과
2022-07-29,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706770,2017-03-08,8552000,폐기,정비필요품,고장/파손
2020-09-25,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706771,2017-03-08,8552000,매각,중고품,불용결정
2018-10-31,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706772,2017-03-08,8552000,매각,중고품,불용결정
2024-07-24,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M111706775,2017-03-08,8552000,폐기,폐품,사용연한경과
2023-08-10,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806780,2018-01-12,7162000,폐기,폐품,사용연한경과
2020-05-26,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806784,2018-01-12,7162000,매각,중고품,사업종료
2021-06-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806794,2018-01-12,7162000,폐기,정비필요품,고장/파손
2024-05-18,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806795,2018-01-12,7162000,폐기,폐품,사용연한경과
2024-09-30,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806797,2018-01-12,7162000,매각,중고품,불용결정
2024-12-03,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806800,2018-01-12,7162000,매각,중고품,불용결정
2024-05-13,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806812,2018-01-12,7162000,폐기,폐품,사용연한경과
2019-07-21,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806814,2018-01-12,7162000,폐기,정비필요품,고장/파손
2025-03-26,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806816,2018-01-12,7162000,폐기,폐품,사용연한경과
2022-03-11,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806817,2018-01-12,7162000,폐기,폐품,사용연한경과
2021-05-20,폐기,hyl0610,황팀장,확정,4410160123456790,복합기 (컬러 레이저),M111806824,2018-05-06,19104000,폐기,폐품,사용연한경과
2025-12-06,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206827,2022-04-09,8275000,매각,중고품,불용결정
2025-03-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206828,2022-04-09,8275000,폐기,폐품,사용연한경과
2025-07-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206831,2022-04-09,8275000,폐기,폐품,사용연한경과
2024-10-13,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206834,2022-04-09,8275000,매각,중고품,불용결정
2024-10-28,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206838,2022-04-09,8275000,매각,중고품,불용결정
2025-01-07,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206843,2022-04-09,8275000,폐기,폐품,사용연한경과
2025-07-09,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206846,2022-04-09,8275000,폐기,폐품,사용연한경과
2024-03-20,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206853,2022-04-09,8275000,폐기,폐품,사용연한경과
2024-10-08,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206855,2022-04-09,8275000,폐기,정비필요품,고장/파손
2024-05-17,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112206857,2022-04-09,8275000,폐기,폐품,사용연한경과
2018-06-07,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111506888,2015-08-27,8380000,매각,중고품,불용결정
2020-11-24,폐기,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M111506891,2015-08-27,8380000,폐기,정비필요품,고장/파손
2023-10-06,매각,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111906893,2019-11-08,9119000,매각,중고품,활용가능성 없음
2022-12-12,폐기,hyl0610,황팀장,확정,4321150323456781,업무용 노트북 (Galaxy Book),M111906898,2019-11-08,9119000,폐기,폐품,사용연한경과
2024-09-13,매각,hyl0610,황팀장,확정,4511160123456786,강의실 빔프로젝터,M112206907,2022-05-02,12910000,매각,중고품,사업종료
2025-08-19,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112106912,2021-06-27,6563000,폐기,정비필요품,고장/파손
2023-09-14,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112106915,2021-06-27,6563000,매각,중고품,활용가능성 없음
2023-07-07,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112106917,2021-06-27,6563000,매각,중고품,불용결정
2024-12-16,매각,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112106919,2021-06-27,6563000,매각,중고품,불용결정
2023-12-18,폐기,hyl0610,황팀장,확정,5610170323456787,사무용 책상 (1400mm),M112106927,2021-06-27,6563000,폐기,정비필요품,고장/파손
2023-11-02,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806943,2018-12-31,3265000,폐기,정비필요품,고장/파손
2025-05-06,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806946,2018-12-31,3265000,매각,중고품,사업종료
2024-05-10,매각,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806952,2018-12-31,3265000,매각,중고품,불용결정
2025-02-09,폐기,hyl0610,황팀장,확정,5611210223456788,매쉬 의자 (Standard),M111806954,2018-12-31,3265000,폐기,폐품,사용연한경과
2025-08-10,매각,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112206963,2022-12-13,2872000,매각,중고품,불용결정
2025-03-01,폐기,hyl0610,황팀장,확정,4321190223456784,27인치 모니터,M112206967,2022-12-13,2872000,폐기,폐품,사용연한경과
2021-11-13,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111906991,2019-08-10,3564000,폐기,폐품,사용연한경과
2021-12-21,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111906992,2019-08-10,3564000,폐기,폐품,사용연한경과
2024-07-23,매각,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111906994,2019-08-10,3564000,매각,중고품,불용결정
2021-03-22,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111906995,2019-08-10,3564000,폐기,폐품,사용연한경과
2021-09-27,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111906996,2019-08-10,3564000,폐기,폐품,사용연한경과
2024-02-02,폐기,hyl0610,황팀장,확정,5610151923456789,강의실 2인용 책상,M111907000,2019-08-10,3564000,폐기,정비필요품,고장/파손
